ticket_id,step,decision,rule_ids,data_refs,actor,created_at
TKT-0019,select_vehicle,selected CH26LC5002 from hub Chandigarh,"[""R-09"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=267.0 > 50: R-09 allows nearest-hub search, order=['Chandigarh', 'Ambala', 'Rudrapur', 'Delhi', 'Faridabad', 'Gurgaon', 'Jaipur', 'Kanpur', 'Lucknow', 'Ludhiana', 'Noida'].\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 76d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.852532
TKT-0019,work_order,created WO-TKT-0019,[],"[""tickets.raw_json#TKT-0019"", ""fleet_master.csv#CH26LC5002"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.853537
TKT-0019,draft_comms,"drafted MSG-TKT-0019, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0019"", ""classifications#TKT-0019"", ""rules: []""]",pipeline,2026-08-30T08:42:20.853537
TKT-0026,validate,passed validation,[],"[""tickets.json#19""]",pipeline,2026-08-30T08:42:20.853537
TKT-0026,enrich,context gathered,[],"[""vehicles.reg_canonical=CH81AQ4130"", ""drivers.driver_id=DRV-018"", ""maintenance_events: 2 rows"", ""clients.canonical_name=Orion Pharma""]",pipeline,2026-08-30T08:42:20.853537
TKT-0026,classify,"severity=LOW, action=Replace vehicle, notify client per ['R-07'] policy.","[""R-07""]",[],pipeline,2026-08-30T08:42:20.853537
TKT-0026,select_vehicle,selected CH40IK6238 from hub Chandigarh,"[""R-09"", ""R-07"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=12.0 <= 50: R-09 restricts sourcing to origin hub only (Chandigarh).\""}"", ""{\""rule_id\"": \""R-07\"", \""passed\"": true, \""explanation\"": \""Orion Pharma requires 2020+ vehicle, this one is 2020.\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 11d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.853537
TKT-0026,work_order,created WO-TKT-0026,[],"[""tickets.raw_json#TKT-0026"", ""fleet_master.csv#CH40IK6238"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-07\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.853537
TKT-0026,draft_comms,"drafted MSG-TKT-0026, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0026"", ""classifications#TKT-0026"", ""rules: [\""R-07\""]""]",pipeline,2026-08-30T08:42:20.853537
TKT-0018,validate,passed validation,[],"[""tickets.json#20""]",pipeline,2026-08-30T08:42:20.853537
TKT-0018,enrich,context gathered,[],"[""vehicles.reg_canonical=UK76OD5061"", ""drivers.driver_id=DRV-052"", ""maintenance_events: 1 rows"", ""clients.canonical_name=Orion Pharma""]",pipeline,2026-08-30T08:42:20.853537
TKT-0018,classify,"severity=LOW, action=Replace vehicle, notify client per ['R-07'] policy.","[""R-07""]",[],pipeline,2026-08-30T08:42:20.853537
TKT-0018,select_vehicle,BLOCKED: no eligible vehicle found. Rejected 11 candidates.,"[""R-09""]","[""{\""vehicle_id\"": \""MF-023\"", \""reg\"": \""UK76OD5061\"", \""reason\"": \""is the broken-down vehicle itself\""}"", ""{\""vehicle_id\"": \""MF-028\"", \""reg\"": \""UK16VU2612\"", \""reason\"": \""R-07: Orion Pharma requires 2020+ vehicle, this one is 2012.; R-10: No maintenance history at all for this vehicle: cannot confirm not-overdue, failing closed.\""}"", ""{\""vehicle_id\"": \""MF-030\"", \""reg\"": \""UK41CO2604\"", \""reason\"": \""R-07: Orion Pharma requires 2020+ vehicle, this one is 2012.\""}"", ""{\""vehicle_id\"": \""MF-033\"", \""reg\"": \""UK29GJ4566\"", \""reason\"": \""R-07: Orion Pharma requires 2020+ vehicle, this one is 2012.; R-10: Last maintenance touchpoint 108d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-040\"", \""reg\"": \""UK79WJ9666\"", \""reason\"": \""R-07: Orion Pharma requires 2020+ vehicle, this one is 2012.; R-10: Last maintenance touchpoint 114d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-063\"", \""reg\"": \""UK27ZO9702\"", \""reason\"": \""R-10: Last maintenance touchpoint 296d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-073\"", \""reg\"": \""UK33BI7211\"", \""reason\"": \""R-07: Orion Pharma requires 2020+ vehicle, this one is 2018.\""}"", ""{\""vehicle_id\"": \""MF-075\"", \""reg\"": \""UK12XR1853\"", \""reason\"": \""R-07: Orion Pharma requires 2020+ vehicle, this one is 2018.; R-10: Last maintenance touchpoint 113d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-082\"", \""reg\"": \""UK29NF9548\"", \""reason\"": \""already reserved by another ticket this run\""}"", ""{\""vehicle_id\"": \""MF-083\"", \""reg\"": \""UK69NX5397\"", \""reason\"": \""R-07: Orion Pharma requires 2020+ vehicle, this one is 2018.; R-10: Last maintenance touchpoint 91d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-087\"", \""reg\"": \""UK81YH8800\"", \""reason\"": \""R-10: Last maintenance touchpoint 110d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.854452
TKT-0013,validate,passed validation,[],"[""tickets.json#21""]",pipeline,2026-08-30T08:42:20.854452
TKT-0013,enrich,context gathered,[],"[""vehicles.reg_canonical=HR14LS3426"", ""drivers.driver_id=DRV-049"", ""maintenance_events: 0 rows"", ""clients.canonical_name=Orion Pharma""]",pipeline,2026-08-30T08:42:20.854452
TKT-0013,classify,"severity=MEDIUM, action=Replace vehicle, notify client per ['R-07'] policy.","[""R-07""]",[],pipeline,2026-08-30T08:42:20.854452
TKT-0013,select_vehicle,selected HR64RO3607 from hub Ambala,"[""R-09"", ""R-03"", ""R-07"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=17.0 <= 50: R-09 restricts sourcing to origin hub only (Ambala).\""}"", ""{\""rule_id\"": \""R-03\"", \""passed\"": true, \""explanation\"": \""Hill route: last brake work 463d ago (need >= 30d).\""}"", ""{\""rule_id\"": \""R-07\"", \""passed\"": true, \""explanation\"": \""Orion Pharma requires 2020+ vehicle, this one is 2022.\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 20d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.854452
TKT-0013,work_order,created WO-TKT-0013,[],"[""tickets.raw_json#TKT-0013"", ""fleet_master.csv#HR64RO3607"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-03\"", \""R-07\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.854452
TKT-0013,draft_comms,"drafted MSG-TKT-0013, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0013"", ""classifications#TKT-0013"", ""rules: [\""R-07\""]""]",pipeline,2026-08-30T08:42:20.854452
TKT-0009,dedup,"duplicate ticket_id with CONFLICTING content vs first occurrence -- P-03 applied (first wins), conflict recorded for review","[""P-03""]","[""tickets.json#22""]",pipeline,2026-08-30T08:42:20.854452
TKT-0016,validate,passed validation,[],"[""tickets.json#23""]",pipeline,2026-08-30T08:42:20.855535
TKT-0016,enrich,context gathered,[],"[""vehicles.reg_canonical=HR39BZ6168"", ""drivers.driver_id=DRV-051"", ""maintenance_events: 3 rows"", ""clients.canonical_name=Shakti Cement""]",pipeline,2026-08-30T08:42:20.855535
TKT-0016,classify,"severity=LOW, action=Replace vehicle, notify client per ['R-04'] policy.","[""R-04""]",[],pipeline,2026-08-30T08:42:20.855535
TKT-0016,select_vehicle,selected DL82ZB6688 from hub Delhi,"[""R-09"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=123.0 > 50: R-09 allows nearest-hub search, order=['Gurgaon', 'Delhi', 'Faridabad', 'Ambala', 'Chandigarh', 'Jaipur', 'Kanpur', 'Lucknow', 'Ludhiana', 'Noida', 'Rudrapur'].\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 31d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.855535
TKT-0016,work_order,created WO-TKT-0016,[],"[""tickets.raw_json#TKT-0016"", ""fleet_master.csv#DL82ZB6688"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.855535
TKT-0016,draft_comms,"drafted MSG-TKT-0016, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0016"", ""classifications#TKT-0016"", ""rules: [\""R-04\""]""]",pipeline,2026-08-30T08:42:20.855535
TKT-0012,validate,passed validation,[],"[""tickets.json#24""]",pipeline,2026-08-30T08:42:20.855535
TKT-0012,enrich,context gathered,[],"[""vehicles.reg_canonical=PB84TB2343"", ""drivers.driver_id=DRV-052"", ""maintenance_events: 1 rows"", ""clients.canonical_name=Shakti Cement""]",pipeline,2026-08-30T08:42:20.855535
TKT-0012,classify,"severity=HIGH, action=Replace vehicle, notify client per ['R-04'] policy.","[""R-04""]",[],pipeline,2026-08-30T08:42:20.855535
TKT-0012,select_vehicle,BLOCKED: no eligible vehicle found. Rejected 16 candidates.,"[""R-09""]","[""{\""vehicle_id\"": \""MF-003\"", \""reg\"": \""PB74TA4257\"", \""reason\"": \""R-10: Last maintenance touchpoint 379d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-005\"", \""reg\"": \""PB53DC7224\"", \""reason\"": \""already reserved by another ticket this run\""}"", ""{\""vehicle_id\"": \""MF-008\"", \""reg\"": \""PB47CH2654\"", \""reason\"": \""R-10: Last maintenance touchpoint 224d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-013\"", \""reg\"": \""PB81RI8019\"", \""reason\"": \""R-10: No maintenance history at all for this vehicle: cannot confirm not-overdue, failing closed.\""}"", ""{\""vehicle_id\"": \""MF-025\"", \""reg\"": \""PB18BK2160\"", \""reason\"": \""R-10: Last maintenance touchpoint 235d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-026\"", \""reg\"": \""PB79EX8744\"", \""reason\"": \""R-10: Last maintenance touchpoint 127d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-027\"", \""reg\"": \""PB22DV8062\"", \""reason\"": \""already reserved by another ticket this run\""}"", ""{\""vehicle_id\"": \""MF-031\"", \""reg\"": \""PB31NP8886\"", \""reason\"": \""R-10: Last maintenance touchpoint 195d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-036\"", \""reg\"": \""PB84TB2343\"", \""reason\"": \""is the broken-down vehicle itself\""}"", ""{\""vehicle_id\"": \""MF-042\"", \""reg\"": \""PB53GV5325\"", \""reason\"": \""R-10: No maintenance history at all for this vehicle: cannot confirm not-overdue, failing closed.\""}"", ""{\""vehicle_id\"": \""MF-049\"", \""reg\"": \""PB68LJ4728\"", \""reason\"": \""R-10: Last maintenance touchpoint 178d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-053\"", \""reg\"": \""PB42BW8144\"", \""reason\"": \""R-10: Last maintenance touchpoint 212d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-061\"", \""reg\"": \""PB59PM4997\"", \""reason\"": \""R-10: Last maintenance touchpoint 144d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-079\"", \""reg\"": \""PB19SW4978\"", \""reason\"": \""R-10: No maintenance history at all for this vehicle: cannot confirm not-overdue, failing closed.\""}"", ""{\""vehicle_id\"": \""MF-092\"", \""reg\"": \""PB47HL3939\"", \""reason\"": \""R-10: Last maintenance touchpoint 370d ago (grounded if > 90d, ASSUMPTION-01).\""}"", ""{\""vehicle_id\"": \""MF-099\"", \""reg\"": \""PB43VC3573\"", \""reason\"": \""R-10: Last maintenance touchpoint 205d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.856549
TKT-0004,validate,passed validation,[],"[""tickets.json#25""]",pipeline,2026-08-30T08:42:20.856549
TKT-0004,enrich,context gathered,[],"[""vehicles.reg_canonical=PB84TB2343"", ""drivers.driver_id=DRV-020"", ""maintenance_events: 1 rows"", ""clients.canonical_name=Vertex Retail""]",pipeline,2026-08-30T08:42:20.856549
TKT-0004,classify,"severity=LOW, action=Replace vehicle, notify client per ['R-05'] policy.","[""R-05""]",[],pipeline,2026-08-30T08:42:20.856549
TKT-0004,select_vehicle,selected PB31NP8886 from hub Ludhiana,"[""R-09"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=178.0 > 50: R-09 allows nearest-hub search, order=['Ludhiana', 'Chandigarh', 'Ambala', 'Jaipur', 'Delhi', 'Faridabad', 'Gurgaon', 'Kanpur', 'Lucknow', 'Noida', 'Rudrapur'].\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 2d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.856549
TKT-0004,work_order,created WO-TKT-0004,[],"[""tickets.raw_json#TKT-0004"", ""fleet_master.csv#PB31NP8886"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.856549
TKT-0004,draft_comms,"drafted MSG-TKT-0004, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0004"", ""classifications#TKT-0004"", ""rules: [\""R-05\""]""]",pipeline,2026-08-30T08:42:20.856549
TKT-0006,validate,passed validation,[],"[""tickets.json#26""]",pipeline,2026-08-30T08:42:20.856549
TKT-0006,enrich,context gathered,[],"[""vehicles.reg_canonical=PB31NP8886"", ""drivers.driver_id=DRV-011"", ""maintenance_events: 4 rows"", ""clients.canonical_name=Orion Pharma""]",pipeline,2026-08-30T08:42:20.856549
TKT-0006,classify,"severity=HIGH, action=Replace vehicle, notify client per ['R-07'] policy.","[""R-07""]",[],pipeline,2026-08-30T08:42:20.856549
TKT-0006,select_vehicle,selected PB81RI8019 from hub Ludhiana,"[""R-09"", ""R-07"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=38.0 <= 50: R-09 restricts sourcing to origin hub only (Ludhiana).\""}"", ""{\""rule_id\"": \""R-07\"", \""passed\"": true, \""explanation\"": \""Orion Pharma requires 2020+ vehicle, this one is 2020.\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 49d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.857543
TKT-0006,work_order,created WO-TKT-0006,[],"[""tickets.raw_json#TKT-0006"", ""fleet_master.csv#PB81RI8019"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-07\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.857543
TKT-0006,draft_comms,"drafted MSG-TKT-0006, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0006"", ""classifications#TKT-0006"", ""rules: [\""R-07\""]""]",pipeline,2026-08-30T08:42:20.857543
TKT-0024,dedup,"duplicate ticket_id with CONFLICTING content vs first occurrence -- P-03 applied (first wins), conflict recorded for review","[""P-03""]","[""tickets.json#27""]",pipeline,2026-08-30T08:42:20.857543
TKT-0021,validate,passed validation,[],"[""tickets.json#28""]",pipeline,2026-08-30T08:42:20.857543
TKT-0021,enrich,context gathered,[],"[""vehicles.reg_canonical=UP37RY4295"", ""drivers.driver_id=DRV-028"", ""maintenance_events: 1 rows"", ""clients.canonical_name=Apex Chemicals""]",pipeline,2026-08-30T08:42:20.857543
TKT-0021,classify,"severity=MEDIUM, action=Replace vehicle, notify client per ['R-06'] policy.","[""R-06""]",[],pipeline,2026-08-30T08:42:20.857543
TKT-0021,select_vehicle,selected UP58VX3851 from hub Kanpur,"[""R-09"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=467.0 > 50: R-09 allows nearest-hub search, order=['Kanpur', 'Lucknow', 'Rudrapur', 'Ambala', 'Chandigarh', 'Delhi', 'Faridabad', 'Gurgaon', 'Jaipur', 'Ludhiana', 'Noida'].\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 48d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.857543
TKT-0021,work_order,created WO-TKT-0021,[],"[""tickets.raw_json#TKT-0021"", ""fleet_master.csv#UP58VX3851"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.857543
TKT-0021,draft_comms,"drafted MSG-TKT-0021, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0021"", ""classifications#TKT-0021"", ""rules: [\""R-06\""]""]",pipeline,2026-08-30T08:42:20.857543
TKT-0008,validate,passed validation,[],"[""tickets.json#29""]",pipeline,2026-08-30T08:42:20.857543
TKT-0008,enrich,context gathered,[],"[""vehicles.reg_canonical=PB59PM4997"", ""drivers.driver_id=DRV-039"", ""maintenance_events: 3 rows"", ""clients.canonical_name=Vertex Retail""]",pipeline,2026-08-30T08:42:20.857543
TKT-0008,classify,"severity=HIGH, action=Replace vehicle, notify client per ['R-05'] policy.","[""R-05""]",[],pipeline,2026-08-30T08:42:20.857543
TKT-0008,select_vehicle,selected PB84TB2343 from hub Ludhiana,"[""R-09"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=27.0 <= 50: R-09 restricts sourcing to origin hub only (Ludhiana).\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 22d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.858535
TKT-0008,work_order,created WO-TKT-0008,[],"[""tickets.raw_json#TKT-0008"", ""fleet_master.csv#PB84TB2343"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.858535
TKT-0008,draft_comms,"drafted MSG-TKT-0008, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0008"", ""classifications#TKT-0008"", ""rules: [\""R-05\""]""]",pipeline,2026-08-30T08:42:20.858535
TKT-0025,validate,passed validation,[],"[""tickets.json#30""]",pipeline,2026-08-30T08:42:20.858535
TKT-0025,enrich,context gathered,[],"[""vehicles.reg_canonical=HR24VR5371"", ""drivers.driver_id=DRV-017"", ""maintenance_events: 3 rows"", ""clients.canonical_name=Internal""]",pipeline,2026-08-30T08:42:20.858535
TKT-0025,classify,"severity=LOW, action=Replace vehicle, notify client per ['R-08'] policy.","[""R-08""]",[],pipeline,2026-08-30T08:42:20.858535
TKT-0025,select_vehicle,selected HR16SP9238 from hub Gurgaon,"[""R-09"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=16.0 <= 50: R-09 restricts sourcing to origin hub only (Gurgaon).\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 59d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.858535
TKT-0025,work_order,created WO-TKT-0025,[],"[""tickets.raw_json#TKT-0025"", ""fleet_master.csv#HR16SP9238"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.858535
TKT-0025,draft_comms,"drafted MSG-TKT-0025, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0025"", ""classifications#TKT-0025"", ""rules: [\""R-08\""]""]",pipeline,2026-08-30T08:42:20.858535
TKT-0030,validate,passed validation,[],"[""tickets.json#31""]",pipeline,2026-08-30T08:42:20.858535
TKT-0030,enrich,context gathered,[],"[""vehicles.reg_canonical=UK76OD5061"", ""drivers.driver_id=DRV-009"", ""maintenance_events: 1 rows"", ""clients.canonical_name=Shakti Cement""]",pipeline,2026-08-30T08:42:20.858535
TKT-0030,classify,"severity=LOW, action=Replace vehicle, notify client per ['R-04', 'R-08'] policy.","[""R-04"", ""R-08""]",[],pipeline,2026-08-30T08:42:20.858535
TKT-0030,select_vehicle,selected UK33BI7211 from hub Rudrapur,"[""R-09"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=24.0 <= 50: R-09 restricts sourcing to origin hub only (Rudrapur).\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 33d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.859544
TKT-0030,work_order,created WO-TKT-0030,[],"[""tickets.raw_json#TKT-0030"", ""fleet_master.csv#UK33BI7211"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.859544
TKT-0030,draft_comms,"drafted MSG-TKT-0030, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0030"", ""classifications#TKT-0030"", ""rules: [\""R-04\"", \""R-08\""]""]",pipeline,2026-08-30T08:42:20.859544
TKT-0002,validate,passed validation,[],"[""tickets.json#32""]",pipeline,2026-08-30T08:42:20.859544
TKT-0002,enrich,context gathered,[],"[""vehicles.reg_canonical=DL41GG9786"", ""drivers.driver_id=DRV-004"", ""maintenance_events: 1 rows"", ""clients.canonical_name=Shakti Cement""]",pipeline,2026-08-30T08:42:20.859544
TKT-0002,classify,"severity=HIGH, action=Replace vehicle, notify client per ['R-04', 'R-08'] policy.","[""R-04"", ""R-08""]",[],pipeline,2026-08-30T08:42:20.859544
TKT-0002,select_vehicle,selected DL13XI5012 from hub Delhi,"[""R-09"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=17.0 <= 50: R-09 restricts sourcing to origin hub only (Delhi).\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 73d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.859544
TKT-0002,work_order,created WO-TKT-0002,[],"[""tickets.raw_json#TKT-0002"", ""fleet_master.csv#DL13XI5012"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.859544
TKT-0002,draft_comms,"drafted MSG-TKT-0002, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0002"", ""classifications#TKT-0002"", ""rules: [\""R-04\"", \""R-08\""]""]",pipeline,2026-08-30T08:42:20.859544
TKT-9101,validate,"quarantined: missing critical field: vehicle; missing critical field: km_from_origin_hub; adapter: missing/blank after mapping: ['vehicle', 'km_from_origin_hub']",[],"[""tickets.json#33""]",pipeline,2026-08-30T08:42:20.859544
TKT-0023,validate,passed validation,[],"[""tickets.json#34""]",pipeline,2026-08-30T08:42:20.859544
TKT-0023,enrich,context gathered,[],"[""vehicles.reg_canonical=UK29NF9548"", ""drivers.driver_id=DRV-018"", ""maintenance_events: 1 rows"", ""clients.canonical_name=Shakti Cement""]",pipeline,2026-08-30T08:42:20.859544
TKT-0023,classify,"severity=MEDIUM, action=Replace vehicle, notify client per ['R-04'] policy.","[""R-04""]",[],pipeline,2026-08-30T08:42:20.859544
TKT-0023,select_vehicle,selected UK41CO2604 from hub Rudrapur,"[""R-09"", ""R-03"", ""R-10""]","[""{\""rule_id\"": \""R-09\"", \""passed\"": true, \""explanation\"": \""km_from_origin_hub=44.0 <= 50: R-09 restricts sourcing to origin hub only (Rudrapur).\""}"", ""{\""rule_id\"": \""R-03\"", \""passed\"": true, \""explanation\"": \""Hill route: last brake work 84d ago (need >= 30d).\""}"", ""{\""rule_id\"": \""R-10\"", \""passed\"": true, \""explanation\"": \""Last maintenance touchpoint 84d ago (grounded if > 90d, ASSUMPTION-01).\""}""]",pipeline,2026-08-30T08:42:20.860552
TKT-0023,work_order,created WO-TKT-0023,[],"[""tickets.raw_json#TKT-0023"", ""fleet_master.csv#UK41CO2604"", ""dispatcher_interview.txt (rules: [\""R-09\"", \""R-03\"", \""R-10\""])""]",pipeline,2026-08-30T08:42:20.860552
TKT-0023,draft_comms,"drafted MSG-TKT-0023, awaiting human approval (deterministic template)",[],"[""work_orders#TKT-0023"", ""classifications#TKT-0023"", ""rules: [\""R-04\""]""]",pipeline,2026-08-30T08:42:20.860552
